username,frequency,avg_message_length,total_messages,url_ratio,repetition_ratio,time_in_channel,suspicious_links,generic_name,is_bot,collection_date,data_version
user4672_296,124.17,32.8,222,0.597,0.779,59.3,1,1,1,2025-10-20,1.0
viewer3440_297,92.98,33.0,141,0.826,0.82,7.6,0,1,1,2025-10-20,1.0
IBAUTI_298,38.51,57.9,28,0.498,0.679,84.5,1,0,1,2025-10-20,1.0
Denissegoau_299,29.26,59.7,31,0.072,0.196,22.6,1,0,0,2025-10-20,1.0
Sebgol_300,22.07,31.0,40,0.05,0.138,139.4,0,0,0,2025-10-20,1.0
MasterPro_301,19.73,25.0,31,0.046,0.332,70.4,0,0,0,2025-10-20,1.0
Adrieldlc_302,34.92,57.8,60,0.108,0.443,81.0,0,0,0,2025-10-20,1.0
Se3as_303,28.92,69.9,61,0.297,0.445,127.9,0,0,0,2025-10-20,1.0
FirePlays888_304,7.99,79.8,39,0.102,0.152,160.9,0,0,0,2025-10-20,1.0
Iamjesmar_305,16.62,71.6,35,0.014,0.284,109.0,0,0,0,2025-10-20,1.0
JUANCHIMBO_306,19.01,35.3,12,0.186,0.051,55.1,0,0,0,2025-10-20,1.0
IBAUTI_307,14.51,106.4,36,0.007,0.118,104.9,0,0,0,2025-10-20,1.0
bot649_308,60.65,32.3,203,0.658,0.836,30.3,1,1,1,2025-10-20,1.0
user7614_309,106.88,35.6,261,0.55,0.634,35.2,0,1,1,2025-10-20,1.0
Denissegoau_310,124.73,18.1,35,0.861,0.612,73.5,1,0,1,2025-10-20,1.0
soia09_311,4.17,91.3,3,0.014,0.002,119.7,0,0,0,2025-10-20,1.0
Alejo_ElPrrrinci_312,4.91,61.3,48,0.12,0.146,129.6,0,0,0,2025-10-20,1.0
Anderrr111_313,35.14,42.2,47,0.418,0.602,93.5,0,0,1,2025-10-20,1.0
bot896_314,75.37,39.4,232,0.779,0.669,11.2,1,1,1,2025-10-20,1.0
Dalessandro97_315,26.75,88.6,15,0.037,0.153,151.7,0,0,0,2025-10-20,1.0
EpicGaming497_316,30.06,37.9,19,0.502,0.617,48.7,1,0,1,2025-10-20,1.0
GamerPlays_317,30.38,68.4,54,0.221,0.342,151.8,0,0,0,2025-10-20,1.0
Pro2025795_318,12.17,48.7,26,0.137,0.138,127.9,0,0,0,2025-10-20,1.0
bot157_319,44.26,32.1,198,0.79,0.882,82.7,1,1,1,2025-10-20,1.0
QueenPro455_320,24.79,36.5,3,0.013,0.098,29.4,0,0,0,2025-10-20,1.0
Tatar2001_7_321,164.89,19.1,114,0.502,0.666,105.7,1,0,1,2025-10-20,1.0
player208_322,60.81,35.1,130,0.687,0.78,56.1,0,1,1,2025-10-20,1.0
ElPelucaMilei_323,10.01,39.9,47,0.006,0.175,13.7,0,0,0,2025-10-20,1.0
player994_324,120.9,38.2,266,0.551,0.749,68.6,1,1,1,2025-10-20,1.0
Beltrocho11_325,29.65,56.1,41,0.113,0.336,174.1,0,0,0,2025-10-20,1.0
Alexandra0901_326,29.19,117.9,33,0.264,0.086,175.2,0,0,0,2025-10-20,1.0
Chaufitabsd_327,7.89,106.5,22,0.225,0.219,74.9,0,0,0,2025-10-20,1.0
MasterLive_328,12.56,110.9,40,0.225,0.388,72.3,0,0,0,2025-10-20,1.0
QueenPlays880_329,24.27,90.8,9,0.245,0.294,141.0,0,0,0,2025-10-20,1.0
KingPlays_330,19.03,53.4,41,0.087,0.066,130.1,0,0,0,2025-10-20,1.0
ProTTV338_331,15.27,61.5,42,0.069,0.002,120.7,0,0,0,2025-10-20,1.0
guest2361_332,31.67,31.4,15,0.584,0.526,55.7,0,1,1,2025-10-20,1.0
farruk1978_333,23.77,74.9,66,0.34,0.495,167.1,0,0,0,2025-10-20,1.0
Mila_318_334,3.26,85.3,17,0.058,0.267,107.7,0,0,0,2025-10-20,1.0
bot238_335,174.93,24.6,120,0.896,0.771,26.1,0,1,1,2025-10-20,1.0
viewer2839_336,160.6,28.7,175,0.875,0.876,77.4,1,1,1,2025-10-20,1.0
MegaLive_337,4.0,92.6,27,0.211,0.191,63.1,0,0,0,2025-10-20,1.0
CrazyPro_338,3.2,120.0,20,0.018,0.341,178.8,0,0,0,2025-10-20,1.0
ElmenorcitoOO_339,2.93,71.7,12,0.227,0.256,167.0,0,0,0,2025-10-20,1.0
player384_340,79.77,19.5,248,0.938,0.715,103.8,0,1,1,2025-10-20,1.0
QueenStream526_341,12.4,23.9,20,0.183,0.048,167.1,1,0,0,2025-10-20,1.0
LordTTV_342,38.57,59.1,49,0.558,0.633,47.7,1,0,1,2025-10-20,1.0
Se3as_343,30.95,58.1,20,0.402,0.548,85.6,1,0,1,2025-10-20,1.0
SuperYT552_344,28.88,52.9,44,0.254,0.084,116.1,1,0,0,2025-10-20,1.0
Megaxx_345,19.93,119.0,44,0.014,0.169,156.1,0,0,0,2025-10-20,1.0
viewer187_346,150.42,35.1,117,0.945,0.661,24.9,1,1,1,2025-10-20,1.0
Andres0524_347,9.68,107.9,42,0.279,0.183,140.7,0,0,0,2025-10-20,1.0
user8851_348,174.1,18.6,145,0.634,0.9,70.9,1,1,1,2025-10-20,1.0
Suscriptor_349,16.46,64.5,18,0.254,0.193,151.6,0,0,0,2025-10-20,1.0
viewer778_350,70.0,32.5,93,0.572,0.67,25.9,1,1,1,2025-10-20,1.0
GamerGaming266_351,14.94,113.6,21,0.121,0.26,99.6,0,0,0,2025-10-20,1.0
Dalessandro97_352,171.27,23.2,65,0.691,0.835,57.3,1,0,1,2025-10-20,1.0
MasterLive_353,34.31,72.3,50,0.294,0.461,161.9,0,0,0,2025-10-20,1.0
bot113_354,181.22,12.9,45,0.565,0.622,102.2,1,1,1,2025-10-20,1.0
frenchiexdd_355,10.72,107.2,10,0.062,0.275,69.9,0,0,0,2025-10-20,1.0
ShadowPro914_356,19.98,61.5,45,0.109,0.05,34.5,0,0,0,2025-10-20,1.0
GamerTTV_357,23.38,58.0,46,0.25,0.238,167.0,0,0,0,2025-10-20,1.0
juss10_358,3.7,109.8,17,0.15,0.169,39.2,0,0,0,2025-10-20,1.0
geminis_03_359,8.34,59.5,33,0.131,0.31,132.3,0,0,0,2025-10-20,1.0
FirePro_360,22.82,118.6,34,0.073,0.287,111.6,0,0,0,2025-10-20,1.0
Cristian_1904_361,4.35,54.7,22,0.005,0.146,56.5,0,0,0,2025-10-20,1.0
JAC187_362,21.18,116.4,46,0.171,0.294,171.6,1,0,0,2025-10-20,1.0
LordTTV_363,9.05,57.0,3,0.157,0.202,99.3,0,0,0,2025-10-20,1.0
Soplonazo_364,28.85,51.4,31,0.48,0.53,55.3,0,0,1,2025-10-20,1.0
user9210_365,95.24,25.2,266,0.747,0.867,119.2,1,1,1,2025-10-20,1.0
Tatar2001_7_366,6.2,76.2,10,0.221,0.015,54.1,0,0,0,2025-10-20,1.0
player566_367,35.78,36.4,21,0.483,0.546,66.7,1,1,1,2025-10-20,1.0
Prozz_368,21.38,95.3,10,0.12,0.193,70.5,0,0,0,2025-10-20,1.0
bot528_369,114.58,23.4,33,0.624,0.929,23.9,1,1,1,2025-10-20,1.0
Mega123860_370,7.29,66.9,36,0.159,0.158,64.8,0,0,0,2025-10-20,1.0
viewer8820_371,28.54,51.9,16,0.419,0.501,32.2,1,1,1,2025-10-20,1.0
Epic123686_372,10.43,94.9,40,0.061,0.384,95.4,0,0,0,2025-10-20,1.0
zarela1_373,19.23,32.9,32,0.017,0.354,91.9,0,0,0,2025-10-20,1.0
guest7468_374,171.8,31.7,103,0.701,0.639,26.7,1,1,1,2025-10-20,1.0
test5199_375,141.3,20.2,124,0.863,0.941,107.0,1,1,1,2025-10-20,1.0
test4875_376,112.57,23.6,215,0.955,0.843,114.7,0,1,1,2025-10-20,1.0
karolmarinaa_377,38.72,33.4,41,0.552,0.662,90.9,1,0,1,2025-10-20,1.0
triniyari_378,7.3,74.8,4,0.229,0.232,116.4,1,0,0,2025-10-20,1.0
Suscriptor_379,2.71,84.3,44,0.265,0.28,89.2,0,0,0,2025-10-20,1.0
ShadowPlays_380,13.21,28.3,39,0.051,0.007,153.4,0,0,0,2025-10-20,1.0
Mega2024_381,26.54,40.2,6,0.236,0.334,37.7,0,0,0,2025-10-20,1.0
Se3as_382,12.22,100.2,27,0.205,0.249,36.0,0,0,0,2025-10-20,1.0
viewer9651_383,74.48,16.6,226,0.75,0.758,24.5,1,1,1,2025-10-20,1.0
meliii234_384,24.86,42.2,19,0.232,0.228,25.7,0,0,0,2025-10-20,1.0
test1317_385,191.76,31.3,31,0.882,0.795,94.6,1,1,1,2025-10-20,1.0
HaroldSkn_386,188.94,34.8,65,0.782,0.929,70.8,0,0,1,2025-10-20,1.0
jjy7_387,12.99,49.1,41,0.135,0.201,98.5,0,0,0,2025-10-20,1.0
Pro2025_388,4.52,33.2,26,0.032,0.138,35.2,0,0,0,2025-10-20,1.0
Juniorxito1999_389,29.69,76.6,29,0.201,0.344,144.0,0,0,0,2025-10-20,1.0
karolmarinaa_390,12.85,104.2,13,0.22,0.303,81.3,0,0,0,2025-10-20,1.0
Queenzz_391,29.17,54.5,19,0.163,0.153,10.2,0,0,0,2025-10-20,1.0
Aleadrije_392,11.22,56.8,4,0.098,0.355,14.3,0,0,0,2025-10-20,1.0
Pro123_393,15.34,105.3,14,0.005,0.248,87.8,0,0,0,2025-10-20,1.0
Alexandra0901_394,8.09,53.4,48,0.156,0.16,98.6,0,0,0,2025-10-20,1.0
Giandrex_395,16.73,33.7,29,0.027,0.082,15.3,0,0,0,2025-10-20,1.0
Proxx_396,25.24,32.8,26,0.487,0.556,66.5,1,0,1,2025-10-20,1.0
iracund_397,16.7,103.5,4,0.081,0.188,23.0,0,0,0,2025-10-20,1.0
Shadow__398,14.14,77.0,44,0.278,0.212,138.1,0,0,0,2025-10-20,1.0
user1886_399,108.4,19.9,182,0.925,0.677,112.5,1,1,1,2025-10-20,1.0
user6984_400,185.26,19.5,188,0.841,0.772,87.1,0,1,1,2025-10-20,1.0
player309_401,29.47,31.0,35,0.505,0.557,23.0,0,1,1,2025-10-20,1.0
Crazy202470_402,89.64,15.5,166,0.661,0.698,58.4,1,0,1,2025-10-20,1.0
test6607_403,36.55,46.8,45,0.506,0.604,66.2,0,1,1,2025-10-20,1.0
test6115_404,184.5,28.5,294,0.804,0.842,68.8,1,1,1,2025-10-20,1.0
josefms_405,157.05,12.4,46,0.624,0.661,105.3,1,0,1,2025-10-20,1.0
Mega123120_406,170.86,25.3,228,0.756,0.93,51.3,0,0,1,2025-10-20,1.0
Dolcezza12_407,5.7,32.7,41,0.276,0.311,176.0,0,0,0,2025-10-20,1.0
test8686_408,71.78,33.5,275,0.685,0.885,108.2,0,1,1,2025-10-20,1.0
user9946_409,179.49,23.0,41,0.581,0.608,80.1,1,1,1,2025-10-20,1.0
Meli_ssa3_410,24.51,91.3,20,0.101,0.101,108.0,0,0,0,2025-10-20,1.0
guest5585_411,45.47,39.6,63,0.616,0.62,78.6,1,1,1,2025-10-20,1.0
MasterYT_412,33.27,31.1,65,0.373,0.33,46.0,0,0,0,2025-10-20,1.0
yyxhir_413,24.98,58.5,36,0.318,0.205,55.8,0,0,0,2025-10-20,1.0
LadyXD_414,13.28,113.5,3,0.176,0.201,158.5,1,0,0,2025-10-20,1.0
h3llkittt_415,5.78,22.6,10,0.188,0.029,42.2,0,0,0,2025-10-20,1.0
bot344_416,30.15,42.3,40,0.502,0.689,23.4,1,1,1,2025-10-20,1.0
bot547_417,33.78,46.4,37,0.452,0.517,29.5,1,1,1,2025-10-20,1.0
Soplonazo_418,25.33,25.0,56,0.388,0.392,134.9,0,0,0,2025-10-20,1.0
cesarLCP_419,9.1,107.0,23,0.243,0.105,10.7,0,0,0,2025-10-20,1.0
CrazyTTV49_420,27.79,50.6,14,0.115,0.022,147.7,0,0,0,2025-10-20,1.0
player546_421,98.81,12.0,36,0.568,0.966,68.2,0,1,1,2025-10-20,1.0
Alexcf10_422,16.17,73.8,37,0.074,0.093,171.5,1,0,0,2025-10-20,1.0
bot937_423,48.13,24.0,260,0.967,0.954,19.4,1,1,1,2025-10-20,1.0
test3944_424,173.82,39.2,293,0.533,0.912,79.3,1,1,1,2025-10-20,1.0
CrazyPro_425,27.89,72.8,39,0.119,0.343,75.9,0,0,0,2025-10-20,1.0
MasterYT855_426,12.5,66.2,3,0.12,0.184,164.2,0,0,0,2025-10-20,1.0
Super__427,17.57,52.7,23,0.194,0.198,115.4,0,0,0,2025-10-20,1.0
karolmarinaa_428,2.09,92.0,42,0.119,0.226,48.7,0,0,0,2025-10-20,1.0
MegaXD_429,8.39,22.5,21,0.042,0.284,122.4,1,0,0,2025-10-20,1.0
Naamin02_430,15.26,94.7,40,0.221,0.37,86.0,0,0,0,2025-10-20,1.0
Vity2025_431,4.01,46.8,6,0.225,0.056,27.0,0,0,0,2025-10-20,1.0
guest8825_432,35.38,41.5,45,0.514,0.588,25.4,1,1,1,2025-10-20,1.0
leidy123456_433,28.28,86.3,42,0.23,0.152,91.4,0,0,0,2025-10-20,1.0
ivani97_434,11.12,98.6,45,0.066,0.25,76.7,0,0,0,2025-10-20,1.0
Lady123_435,15.12,118.9,44,0.098,0.169,123.8,1,0,0,2025-10-20,1.0
Mila_318_436,30.11,39.0,35,0.5,0.616,42.9,1,0,1,2025-10-20,1.0
Rosioz_437,26.36,87.8,34,0.184,0.34,91.6,0,0,0,2025-10-20,1.0
jhail10_438,18.77,105.6,8,0.207,0.164,45.0,0,0,0,2025-10-20,1.0
player184_439,171.29,10.2,153,0.665,0.62,56.8,1,1,1,2025-10-20,1.0
RDVS30_440,2.91,57.4,32,0.157,0.128,34.6,0,0,0,2025-10-20,1.0
Crazy2024_441,3.15,69.6,3,0.285,0.319,42.6,0,0,0,2025-10-20,1.0
ProPlays_442,21.94,73.2,56,0.178,0.471,103.0,0,0,0,2025-10-20,1.0
Darcka0_443,26.34,43.0,27,0.503,0.561,75.0,0,0,1,2025-10-20,1.0
test6578_444,127.98,28.6,209,0.918,0.682,18.9,0,1,1,2025-10-20,1.0
user3513_445,70.67,24.2,127,0.679,0.801,72.2,1,1,1,2025-10-20,1.0
bot142_446,129.93,38.4,163,0.69,0.662,95.4,1,1,1,2025-10-20,1.0
guest1517_447,164.96,33.6,192,0.995,0.724,113.2,0,1,1,2025-10-20,1.0
CrazyLive115_448,19.72,106.3,6,0.233,0.197,105.9,0,0,0,2025-10-20,1.0
Firezz_449,11.88,102.1,28,0.091,0.175,21.2,0,0,0,2025-10-20,1.0
bot790_450,36.54,44.6,26,0.51,0.65,82.7,1,1,1,2025-10-20,1.0
player378_451,90.25,17.6,251,0.94,0.8,33.1,1,1,1,2025-10-20,1.0
player500_452,27.04,44.9,22,0.412,0.565,31.5,0,1,1,2025-10-20,1.0
UltraYT_453,20.85,109.1,40,0.055,0.118,131.9,1,0,0,2025-10-20,1.0
user3566_454,48.32,11.0,144,0.542,0.831,106.3,0,1,1,2025-10-20,1.0
player498_455,59.58,32.1,93,0.686,0.624,97.2,1,1,1,2025-10-20,1.0
Dalessandro97_456,17.84,32.8,26,0.196,0.335,169.2,0,0,0,2025-10-20,1.0
Matthewbpv_457,11.0,23.7,46,0.042,0.221,56.6,1,0,0,2025-10-20,1.0
EL_SOBA_NALGAS_458,37.31,31.1,27,0.508,0.53,79.7,1,0,1,2025-10-20,1.0
Epic123_459,14.13,116.3,21,0.12,0.266,147.6,0,0,0,2025-10-20,1.0
gianiitt_460,14.02,109.7,16,0.075,0.376,147.6,0,0,0,2025-10-20,1.0
user4092_461,146.05,36.1,234,0.864,0.784,84.8,1,1,1,2025-10-20,1.0
guest7144_462,84.6,16.3,288,0.504,0.979,82.8,0,1,1,2025-10-20,1.0
lareinababy_463,28.52,80.3,30,0.07,0.019,170.7,0,0,0,2025-10-20,1.0
bot438_464,44.8,23.3,166,0.559,0.664,45.5,1,1,1,2025-10-20,1.0
Afra_02_465,29.92,57.4,63,0.142,0.329,46.5,0,0,0,2025-10-20,1.0
user2205_466,125.98,37.6,123,0.673,0.88,57.0,1,1,1,2025-10-20,1.0
veronicazcabellos_467,23.92,21.2,31,0.338,0.331,52.4,0,0,0,2025-10-20,1.0
JAC187_468,27.42,79.7,45,0.12,0.405,37.9,0,0,0,2025-10-20,1.0
Salome578_469,21.92,61.8,35,0.3,0.284,139.5,0,0,0,2025-10-20,1.0
bot202_470,147.52,29.1,247,0.913,0.93,52.6,1,1,1,2025-10-20,1.0
iloveyomar_471,26.85,48.3,23,0.106,0.029,124.4,0,0,0,2025-10-20,1.0
Emili_23_472,14.32,57.9,39,0.155,0.282,161.4,0,0,0,2025-10-20,1.0
leidy123456_473,14.77,74.7,28,0.293,0.147,45.3,0,0,0,2025-10-20,1.0
BRISA_PUEE444_474,13.73,61.8,4,0.13,0.269,81.7,0,0,0,2025-10-20,1.0
Andresjr_11_475,27.36,109.9,7,0.043,0.345,77.8,0,0,0,2025-10-20,1.0
Alexcf10_476,2.07,71.1,12,0.26,0.042,10.2,0,0,0,2025-10-20,1.0
BEBERENO7_477,13.34,37.0,12,0.275,0.343,43.8,0,0,0,2025-10-20,1.0
LadyLive_478,18.68,51.5,29,0.16,0.329,176.9,0,0,0,2025-10-20,1.0
Jos_2020_479,29.05,73.7,42,0.343,0.456,149.5,0,0,0,2025-10-20,1.0
Shadow2024792_480,3.87,117.6,47,0.018,0.177,41.7,0,0,0,2025-10-20,1.0
player504_481,68.04,36.0,106,0.975,0.821,55.2,1,1,1,2025-10-20,1.0
Lordzz_482,20.38,44.1,52,0.196,0.432,195.2,0,0,0,2025-10-20,1.0
user7995_483,58.37,38.2,241,0.731,0.929,33.7,1,1,1,2025-10-20,1.0
RossiDC_484,2.24,41.7,41,0.201,0.358,19.7,0,0,0,2025-10-20,1.0
iloveyomar_485,29.49,57.0,32,0.147,0.057,19.4,0,0,0,2025-10-20,1.0
Gamer2024911_486,24.51,108.6,14,0.251,0.184,56.5,0,0,0,2025-10-20,1.0
Jeisber_487,26.55,100.6,14,0.112,0.298,93.2,0,0,0,2025-10-20,1.0
bot733_488,115.84,23.5,264,0.765,0.778,52.2,0,1,1,2025-10-20,1.0
Darcka0_489,2.96,101.9,12,0.174,0.187,81.4,0,0,0,2025-10-20,1.0
Kamilozkt_490,35.71,35.9,39,0.478,0.583,57.5,1,0,1,2025-10-20,1.0
mariajusu_491,4.28,108.0,5,0.166,0.312,29.9,0,0,0,2025-10-20,1.0
ShadowTTV247_492,14.44,86.2,35,0.261,0.014,78.7,0,0,0,2025-10-20,1.0
guest1779_493,48.43,11.1,223,0.769,0.793,33.0,1,1,1,2025-10-20,1.0
Crazy2024328_494,28.09,82.8,49,0.161,0.284,19.6,0,0,0,2025-10-20,1.0
DarkPro_495,35.07,34.9,32,0.548,0.673,70.1,0,0,1,2025-10-20,1.0
Camilonia22_496,27.5,54.7,7,0.07,0.225,170.3,0,0,0,2025-10-20,1.0
Dalessandro97_497,7.9,114.9,18,0.098,0.369,80.9,0,0,0,2025-10-20,1.0
Sahory08_498,28.1,57.5,6,0.116,0.24,97.3,0,0,0,2025-10-20,1.0
Super2024_499,7.98,49.1,43,0.3,0.127,35.3,0,0,0,2025-10-20,1.0
Megaxx_500,20.68,119.1,36,0.049,0.382,123.5,1,0,0,2025-10-20,1.0
Chalitho95_501,20.18,19.0,61,0.185,0.417,54.9,0,0,0,2025-10-20,1.0
chelu12_502,26.83,36.9,25,0.291,0.149,73.2,0,0,0,2025-10-20,1.0
davidr103_503,26.86,89.4,21,0.112,0.182,40.1,0,0,0,2025-10-20,1.0
Soplonazo_504,21.02,113.7,41,0.253,0.228,75.0,0,0,0,2025-10-20,1.0
DarkLive_505,30.98,25.7,68,0.167,0.337,49.5,0,0,0,2025-10-20,1.0
Dalessandro97_506,17.4,29.7,9,0.203,0.27,176.4,0,0,0,2025-10-20,1.0
guest7509_507,52.23,36.9,244,0.579,0.62,69.1,1,1,1,2025-10-20,1.0
bot214_508,36.22,33.4,23,0.561,0.653,50.9,0,1,1,2025-10-20,1.0
ProLive119_509,21.79,117.3,44,0.103,0.399,10.6,1,0,0,2025-10-20,1.0
UnderIron_510,7.07,83.2,31,0.165,0.1,73.1,1,0,0,2025-10-20,1.0
Dalessandro97_511,11.63,110.8,47,0.002,0.186,14.2,0,0,0,2025-10-20,1.0
BEBERENO7_512,22.18,62.2,42,0.209,0.309,144.7,1,0,0,2025-10-20,1.0
Mila_318_513,5.66,86.0,28,0.148,0.124,95.6,0,0,0,2025-10-20,1.0
guest4385_514,156.82,21.6,241,0.746,0.669,89.5,1,1,1,2025-10-20,1.0
Fire__515,3.1,114.6,49,0.283,0.268,129.2,0,0,0,2025-10-20,1.0
player378_516,40.1,36.1,244,0.814,0.885,22.5,1,1,1,2025-10-20,1.0
Taxista_de_Tao_517,25.48,39.5,58,0.237,0.209,186.4,0,0,0,2025-10-20,1.0
player178_518,153.5,13.2,256,0.836,0.865,46.7,0,1,1,2025-10-20,1.0
Gamer2025_519,21.58,22.2,43,0.208,0.307,152.1,0,0,0,2025-10-20,1.0
test8294_520,174.37,15.7,211,0.989,0.639,6.0,1,1,1,2025-10-20,1.0
Epicxx_521,20.49,34.3,64,0.105,0.364,153.7,0,0,0,2025-10-20,1.0
daniela0122_522,117.45,32.4,157,0.529,0.964,113.4,1,0,1,2025-10-20,1.0
mixi_26_523,6.85,45.8,38,0.233,0.162,171.7,0,0,0,2025-10-20,1.0
King__524,2.18,119.0,20,0.254,0.214,32.2,0,0,0,2025-10-20,1.0
viewer7426_525,166.18,14.6,114,0.624,0.883,8.9,1,1,1,2025-10-20,1.0
Kingzz420_526,6.09,103.7,23,0.066,0.035,80.8,0,0,0,2025-10-20,1.0
Gamer202535_527,10.98,102.0,3,0.001,0.304,139.4,0,0,0,2025-10-20,1.0
user1215_528,175.02,32.3,75,0.56,0.626,88.3,0,1,1,2025-10-20,1.0
LordLive_529,3.85,41.6,9,0.094,0.206,110.1,0,0,0,2025-10-20,1.0
eilynmendezA_530,9.67,40.0,13,0.239,0.225,11.0,0,0,0,2025-10-20,1.0
leidy123456_531,16.89,115.4,45,0.237,0.163,105.9,0,0,0,2025-10-20,1.0
Jos_2020_532,24.07,66.7,35,0.148,0.435,150.3,0,0,0,2025-10-20,1.0
Aleadrije_533,27.65,97.8,5,0.158,0.033,152.3,0,0,0,2025-10-20,1.0
Dolcezza12_534,26.26,59.8,19,0.414,0.676,44.1,0,0,1,2025-10-20,1.0
Aleadrije_535,8.56,93.2,15,0.053,0.276,153.3,0,0,0,2025-10-20,1.0
Shadow__536,28.12,92.0,6,0.067,0.269,162.1,1,0,0,2025-10-20,1.0
bot956_537,174.38,37.0,125,0.618,0.897,36.6,0,1,1,2025-10-20,1.0
Alexandra0901_538,29.55,24.2,54,0.157,0.324,59.0,0,0,0,2025-10-20,1.0
viewer5845_539,35.99,50.6,44,0.45,0.622,66.8,1,1,1,2025-10-20,1.0
Taxista_de_Tao_540,38.12,58.2,43,0.57,0.61,86.1,1,0,1,2025-10-20,1.0
viewer5044_541,33.57,48.2,33,0.575,0.509,40.9,0,1,1,2025-10-20,1.0
bot102_542,116.78,28.8,265,0.992,0.892,53.0,1,1,1,2025-10-20,1.0
bot272_543,33.24,50.4,36,0.479,0.553,33.5,0,1,1,2025-10-20,1.0
test4192_544,133.35,23.9,197,0.74,0.851,30.2,1,1,1,2025-10-20,1.0
diazbernalsamuel_545,13.64,98.9,9,0.244,0.344,131.6,0,0,0,2025-10-20,1.0
guest8906_546,164.73,20.5,45,0.985,0.936,111.7,0,1,1,2025-10-20,1.0
Wildxx_547,12.71,81.3,41,0.008,0.18,139.0,0,0,0,2025-10-20,1.0
LadyGaming_548,22.74,60.1,64,0.273,0.392,99.3,0,0,0,2025-10-20,1.0
juanitinelli_549,28.5,44.7,34,0.222,0.179,169.4,0,0,0,2025-10-20,1.0
Juangua_550,37.38,38.3,17,0.542,0.597,91.7,0,0,1,2025-10-20,1.0
RDVS30_551,5.66,41.5,33,0.116,0.335,171.5,0,0,0,2025-10-20,1.0
RossiDC_552,16.09,83.8,16,0.213,0.068,151.4,0,0,0,2025-10-20,1.0
Wild2025867_553,10.69,85.6,12,0.095,0.096,104.7,0,0,0,2025-10-20,1.0
guest2782_554,199.3,24.4,161,0.783,0.948,97.1,1,1,1,2025-10-20,1.0
test2531_555,108.29,29.5,226,0.817,0.653,55.9,1,1,1,2025-10-20,1.0
Wild2024_556,21.89,29.6,29,0.386,0.284,105.5,0,0,0,2025-10-20,1.0
user3341_557,110.41,31.9,283,0.802,0.928,99.6,1,1,1,2025-10-20,1.0
Chaufitabsd_558,17.97,45.1,17,0.255,0.241,34.8,0,0,0,2025-10-20,1.0
CrazyYT808_559,22.43,54.7,54,0.301,0.266,131.2,0,0,0,2025-10-20,1.0
Crazy__560,3.35,57.2,15,0.116,0.064,26.6,0,0,0,2025-10-20,1.0
EL_SOBA_NALGAS_561,22.54,61.8,27,0.034,0.397,61.4,0,0,0,2025-10-20,1.0
juanitinelli_562,10.66,81.7,11,0.124,0.193,88.1,0,0,0,2025-10-20,1.0
bri_hidalgo25_563,9.97,77.5,8,0.207,0.293,17.3,0,0,0,2025-10-20,1.0
MegaTTV_564,28.2,106.8,18,0.025,0.378,97.9,1,0,0,2025-10-20,1.0
SuperStream_565,29.95,38.1,8,0.043,0.264,122.4,0,0,0,2025-10-20,1.0
cesarLCP_566,6.18,56.9,22,0.189,0.366,16.2,0,0,0,2025-10-20,1.0
guest1390_567,181.32,22.4,134,0.83,0.768,79.5,1,1,1,2025-10-20,1.0
Super123_568,9.65,60.9,35,0.192,0.213,140.6,0,0,0,2025-10-20,1.0
GREZHIA_569,3.55,20.3,7,0.238,0.385,82.6,0,0,0,2025-10-20,1.0
TP_ROSARIO112_570,19.43,41.1,18,0.169,0.237,73.3,0,0,0,2025-10-20,1.0
ElPelucaMilei_571,13.64,50.0,5,0.223,0.298,124.0,0,0,0,2025-10-20,1.0
karolmarinaa_572,13.98,115.6,13,0.155,0.294,104.7,0,0,0,2025-10-20,1.0
EpicPlays_573,99.05,13.6,143,0.876,0.627,14.2,1,0,1,2025-10-20,1.0
test7032_574,28.35,31.7,18,0.486,0.546,61.3,1,1,1,2025-10-20,1.0
LordPro_575,28.72,67.9,35,0.277,0.149,163.4,0,0,0,2025-10-20,1.0
bot448_576,155.75,24.9,51,0.61,0.86,13.8,0,1,1,2025-10-20,1.0
Lordxx_577,18.12,79.4,17,0.105,0.305,109.1,0,0,0,2025-10-20,1.0
mariarosa21092000_578,32.47,46.9,36,0.252,0.243,147.6,0,0,0,2025-10-20,1.0
player347_579,58.52,35.3,67,0.76,0.614,14.3,1,1,1,2025-10-20,1.0
user2604_580,54.06,14.2,30,0.558,0.78,74.7,1,1,1,2025-10-20,1.0
GamerXD_581,15.65,56.6,33,0.284,0.017,166.2,0,0,0,2025-10-20,1.0
CDanQui_W_582,195.69,16.8,112,0.652,0.688,5.2,1,0,1,2025-10-20,1.0
bot915_583,111.11,10.4,188,0.584,0.844,92.3,1,1,1,2025-10-20,1.0
Davidxx00_584,32.45,69.7,50,0.334,0.348,191.8,0,0,0,2025-10-20,1.0
CDanQui_W_585,6.44,79.3,45,0.033,0.189,137.6,0,0,0,2025-10-20,1.0
Shadowzz_586,9.68,40.3,23,0.017,0.391,110.0,0,0,0,2025-10-20,1.0
guest5648_587,47.92,35.0,257,0.642,0.776,55.4,1,1,1,2025-10-20,1.0
farruk1978_588,34.98,76.9,54,0.239,0.246,117.7,0,0,0,2025-10-20,1.0
Jeffer20xi_589,11.98,84.0,4,0.207,0.211,59.1,0,0,0,2025-10-20,1.0
viewer401_590,76.83,25.0,184,0.884,0.617,119.4,1,1,1,2025-10-20,1.0
